Ran 3000 trials (size 10×10, density 0.100, threshold 0.010). Steps (min, max, mean±stddev): 0, 0, 0.0 ± 0.
Ran 3000 trials (size 48×48, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 6, 65, 27.5 ± 9.
Ran 3000 trials (size 49×49, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 9, 78, 28.5 ± 9.
Ran 3000 trials (size 50×50, density 0.100, threshold 0.150). Steps (min, max, mean±stddev): 9, 99, 29.5 ± 9.
Ran 3000 trials (size 10×10, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 3, 0.1 ± 0.
Ran 3000 trials (size 11×11, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 7, 0.2 ± 0.
Ran 3000 trials (size 12×12, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 5, 0.3 ± 1.
Ran 3000 trials (size 13×13, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 7, 0.7 ± 1.
Ran 3000 trials (size 14×14, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 10, 1.1 ± 1.
Ran 3000 trials (size 15×15, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 11, 1.6 ± 2.
Ran 3000 trials (size 16×16, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 15, 2.3 ± 2.
Ran 3000 trials (size 17×17, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 17, 2.9 ± 2.
Ran 3000 trials (size 18×18, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 25, 3.8 ± 2.
Ran 3000 trials (size 19×19, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 21, 4.7 ± 3.
Ran 3000 trials (size 20×20, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 20, 5.6 ± 3.
Ran 3000 trials (size 21×21, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 21, 6.4 ± 3.
Ran 3000 trials (size 22×22, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 27, 7.3 ± 4.
Ran 3000 trials (size 23×23, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 0, 32, 8.5 ± 4.
Ran 3000 trials (size 24×24, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 1, 33, 9.4 ± 4.
Ran 3000 trials (size 25×25, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 1, 41, 10.5 ± 5.
Ran 3000 trials (size 26×26, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 1, 50, 11.6 ± 5.
Ran 3000 trials (size 27×27, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 1, 48, 12.7 ± 6.
Ran 3000 trials (size 28×28, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 2, 47, 13.6 ± 6.
Ran 3000 trials (size 29×29, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 2, 58, 14.9 ± 6.
Ran 3000 trials (size 30×30, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 1, 59, 15.9 ± 7.
Ran 3000 trials (size 31×31, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 2, 57, 17.1 ± 7.
Ran 3000 trials (size 32×32, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 2, 56, 18.3 ± 7.
Ran 3000 trials (size 33×33, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 5, 66, 19.7 ± 8.
Ran 3000 trials (size 34×34, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 5, 66, 21.0 ± 8.
Ran 3000 trials (size 35×35, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 5, 82, 21.9 ± 8.
Ran 3000 trials (size 36×36, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 4, 80, 23.0 ± 9.
Ran 3000 trials (size 37×37, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 7, 72, 24.5 ± 9.
Ran 3000 trials (size 38×38, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 6, 71, 25.8 ± 9.
Ran 3000 trials (size 39×39, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 7, 69, 26.6 ± 9.
Ran 3000 trials (size 40×40, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 6, 86, 28.3 ± 10.
Ran 3000 trials (size 41×41, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 7, 128, 29.7 ± 11.
Ran 3000 trials (size 42×42, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 9, 85, 30.6 ± 10.
Ran 3000 trials (size 43×43, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 8, 77, 32.0 ± 11.
Ran 3000 trials (size 44×44, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 9, 91, 33.3 ± 11.
Ran 3000 trials (size 45×45, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 10, 114, 34.8 ± 11.
Ran 3000 trials (size 46×46, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 9, 129, 36.2 ± 12.
Ran 3000 trials (size 47×47, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 10, 91, 37.1 ± 12.
Ran 3000 trials (size 48×48, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 10, 122, 38.7 ± 13.
Ran 3000 trials (size 49×49, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 9, 98, 40.1 ± 13.
Ran 3000 trials (size 50×50, density 0.100, threshold 0.200). Steps (min, max, mean±stddev): 12, 126, 41.3 ± 13.
